total_number_routes=293
total_route_len=6784751.854
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
250 22246.730 1789 10006-2395-2597-9834-9951-2772-4924-7229-8037-6163-9347-7860-1531-8460-8049-1725-5723-4543-184-2482-7684-6583-2568-8218-7953-7628-9059-5959-4798-375-5646--10006
251 39075.413 1948 10006-2436-9101-6562-6885-631-1070-617-9141-2378-5415-7994-363-6237-7475-262-9624-4930-1516-7665-6178-5063-2967-5957-4685-5617-2082-7649-1676-3340-3250-6109-6868-6838-2123-8304-2195-5173-1442-8369-7875-3378-3593-3444-830-3957--10006
252 27088.495 1935 10006-2446-6030-3934-9445-5963-6434-9965-4595-1191-2711-5378-3343-5674-3380-935-6262-8652-8223-8283-2208-3693-7108-9354-9717-6707-5609-7763-1867-8854-9366-9386-5333-7544-5760-6062-5197--10006
253 36636.118 1986 10006-2511-3541-3931-5860-8028-1596-4156-2504-8815-654-6499-5600-7175-8570-9447-4672-8974-9827-9106-8118-6733-4530-6867-4432-1903-5139-1445-2257-3739-6440-7991-215-8843-7519-5742-7428-6993-3810-9119-6430-9760-7609-1229-5157-2076-1002-4566--10006
254 57328.062 1986 10006-2552-4095-5913-4514-9410-9189-526-6923-6873-196-5779-1739-3734-4687-1-8152-1606-1346-9257-579-2191-4229-8340-5886-3215-2277-398-8877-75-1374-4326-4542-4271-1033-6024-8823-8135-4401-5249-9145-4977-1048-3137-488-1260-791-6065-5475-8651--10006
255 28786.301 1979 10006-3336-1895-7907-6357-3324-2097-9718-1941-3315-5195-8190-778-5591-9659-432-871-1713-7725-239-9896-7520-2606-6182-9153-7788-539-8977-8133-3347-6912-8700-7194-8463-5426-7156--10006
256 22397.837 1864 10006-3622-9057-2199-5118-5274-4318-760-425-7688-8007-7093-7742-3121-3428-5012-7289-2434-7754-4808-7047-8194-9887-1186-492-2598-7760-8183-2693-9263-8627-9438-6812-7800-6468--10006
257 32136.049 1810 10006-3811-1734-4552-9730-7801-8298-2728-5367-8421-6027-4772-7265-3118-3129-6092-9007-9226-2775-9542-1839-7761-4357-4976-2248-2741-4423-7917-6878-7221-3043-9504-9105-6216-2721--10006
258 11068.599 933 10006-4228-6295-2457-4912-4989-8379-4965-5589-9267-1836-3486-5744-6584-3223-5331-8591--10006
259 28579.781 1946 10006-4415-5595-2959-6428-1212-5228-3952-826-7905-6150-6373-6445-9315-4242-8741-9235-9402-4288-6090-6863-8980-1176-3979-495-5937-4987-698-5897-1859-8548-2532-1526-5091-5935-8568-5863-5557-4459-7410--10006
260 29632.049 1970 10006-4714-1954-3966-9580-4033-9489-8608-5232-4661-1660-2769-2899-2416-5016-1833-8820-961-9709-3778-4938-1495-6079-5120-5618-6558-9737-3432-7816-5115-9351-1586-8213-4317-5678-7404-7393-2814-3636-9886-1275-8923-5980--10006
261 32483.527 1693 10006-4720-5888-4745-1042-5032-1200-4189-2374-8388-2358-4018-4722-2594-3391-6008-5514-7403-7949-976-9517-7128-931-3058-5495-4145-3544-8478-3273-4371-2152-3538-5960--10006
262 28221.128 1798 10006-5029-7304-6169-9030-1925-9305-8830-4607-5563-8853-8055-7954-7150-6574-4281-7781-4587-666-6289-8286-3990-7642-1931-5341-6369-7202-1848-6436-5790-8014-3507-2323-8800-8214-1980-5521-4268-2267-9092--10006
263 26622.394 955 10006-5034-9952-8716-873-1301-2964-4853-3526-5477-1651-844-7701-8991-4431-300-1441-3845-5318-1801--10006
264 26670.389 1910 10006-5221-8332-5253-4354-2083-5608-6322-662-9656-6908-2115-383-1618-8542-1403-5508-3625-5299-5024-7477-619-1118-6835-4038-7681-9319-9256-9484-7672-6813-966-4815-4416-7308--10006
265 25770.044 1967 10006-5689-3916-8163-1507-6358-7704-4280-4797-2438-3604-8378-712-102-9570-3226-7644-8685-9398-7586-197-1386-9527-2316-9578-8543-322-1168-5411-7853-3328-255-4620-7081-3612-9516-4667-1091-4461-4922-512-2513-8759-684--10006
266 28842.851 1674 10006-5831-9944-1778-4290-2206-133-7878-9209-1022-2767-3753-161-6146-3712-9334-4150-753-201-4139-3140-3655-2591-6909-108-2911-113-6050-9902-4468-6333-3681-554-7299-1536-1375--10006
267 31403.660 1431 10006-6032-9344-3865-2891-9643-467-6850-2111-8654-1649-5187-6539-2799-441-6477-4017-3056-2744-3356-625-9364-3454-8226--10006
268 22532.323 1932 10006-6215-9147-7840-4209-6455-1089-428-7608-6840-8927-2157-3708-9814-1332-1824-482-4828-1169-7444-8240-3339-4914-1363-7292-8072-5286-9045-7231-3299-1483-1020-2736-4677-6940-269-9026-1530-9541-7524-4857-7443--10006
269 41283.855 1610 10006-6465-9592-7692-6327-9669-356-3078-9810-9666-3644-5984-233-9559-2841-7866-3539-7301-9940-202-4778-6039-3423-8617-5594-1064-9118-1016-8697-6931-7307-9367--10006
270 31244.510 1830 10006-6467-3670-723-8215-4200-2320-8239-9056-4628-4560-686-3429-1893-3740-9116-4906-2786-4068-6504-2960-3385-4504-5628-7460-1248-6833-4162-7959-5284-9733-7193-7850-3006-4959-2310-7207-1704-3167-6085-7870-1410-9376-8908-879-7449-6981--10006
271 19679.320 1312 10006-6613-8434-797-3002-5474-446-6519-480-3077-4342-8450-8589-2055-9050-9758-8901-6914-9515-2791-3072-2356-6376-9146--10006
272 19606.692 1734 10006-7132-6571-8968-7922-6670-7478-9179-6576-9969-3189-6443-5267-8789-667-1130-225-6702-7412-9862-117-6862-2968-3200-7278-5482-2812-7720-1161-9585-6731-7633--10006
273 27646.986 1739 10006-7489-3349-2205-7-5645-4343-4247-2124-3835-5087-9564-9843-660-8329-1992-1156-7119-9893-1902-2573-1214-8618-9349-8495-32-3737-528-6031-9157-6248-914-7803-1120-2052-6727-327-2579-306-8176-8554--10006
274 26481.336 1987 10006-7811-1984-9288-2087-9028-7753-8565-7336-3856-7757-738-9711-9296-773-9054-7296-5650-6229-1942-8210-7452-3264-4710-4599-3439-1568-6245-9009-3459-1288-7090-4269-1132-8879-5472-5239-7921-6749-6471-9426-9403-2822-7383-7675--10006
275 31773.153 1932 10006-8015-18-641-5023-6786-3963-6800-3113-7700-7179-3163-921-7445-1636-6757-5946-7941-3116-8656-2560-8077-3677-7352-3236-6396-6991-3154-4754-3578-2126-2405-7988-3588-6540-2481--10006
276 26009.221 1704 10006-8044-6956-2151-4609-1897-7224-430-6226-6384-2019-939-9229-678-6525-9620-6238-3695-2360-6508-5219-883-9649-6792-9172-4455-9200-8100-5245-1095-4910-1341-6425-3081-2363-7131-343--10006
277 32363.427 1984 10006-8046-8492-4875-8346-6208-9994-326-7074-4227-101-9850-6865-8962-2588-2503-3369-3650-2838-5314-7073-8545-6201-1966-372-1414-9313-1870-9129-6367-7230-7140-7641-8098-1465-9729-9358-6806-1392-8804-2581-6210--10006
278 24847.331 1549 10006-8065-7284-7135-3731-5766-3685-7656-6241-923-9482-8458-1738-622-1969-5124-5493-3648-3871-3575-7437-7667-5488-8438-3914-9804-2465-560--10006
279 32897.061 1337 10006-8241-5623-9307-7683-6872-4716-1137-5459-5443-9396-4666-7440-8411-4480-4347-9495-1677-4926-1267-16-5110-2582-893-5656-502-7755-9851--10006
280 21345.612 1591 10006-8316-2906-4133-454-9919-3500-6134-9042-147-6022-2502-2377-205-553-3948-1165-6330-556-9759-8649-6716-567-7999-3699-7276-4911-407-9722-8623--10006
281 16867.235 1427 10006-8516-6526-5150-7738-726-433-4053-1842-730-7808-6740-47-1587-6019-1399-7332-8965-7415-2136-6918-144-5181-187-3675-2570-2056-2188--10006
282 18852.085 1929 10006-8720-1806-1021-1779-1991-4760-6829-4427-6013-8678-8774-8151-9071-9550-4791-6354-9676-7327-4818-2558-706-1251-4105-152-7904-9783-3031-6304-4218-2617-1219-4330-3406-3596--10006
283 21217.852 1447 10006-8785-8559-5629-1273-2920-3857-658-5119-8091-4701-1018-1369-6223-5142-932-260-799-9563-552-69-841-6915-6572-4188-1231-6375-5970-6271--10006
284 22881.718 1386 10006-8806-5681-6140-169-268-7743-7682-970-2331-2120-3725-5962-9981-4764-8637-1580-9708-3061-5207-2706-6974-2300-8986--10006
285 41648.185 1988 10006-9040-8294-1808-5547-2562-7512-2407-9960-6254-9803-6173-6250-6098-8253-762-1088-3403-4255-5655-2544-4252-6650-6621-9968-1054-238-6497-1286-6159-7032-5764-6998-2431-3726-1207-9787-2500-200-5829-6025-6690-364-3192-4174-6555-8042-2168--10006
286 17626.379 1775 10006-9503-4554-3517-6125-4032-5281-7717-922-2266-861-3881-3245-6122-5530-3503-7476-2885-6383-2974-5007-7821-4362-48-4443-8088-1315-6142-9812-9835-9852-8687--10006
287 39957.341 1989 10006-9591-869-3266-4498-4490-5166-2399-9143-6903-167-8959-5606-2768-4682-5275-1343-5848-5519-6400-5966-1063-8738-2714-7859-4535-3253-4460-3999-3320-9532-8521-292-1112-3452-4010-2258-2976-4850-9976-7190-919-648-9112-7275--10006
288 22713.480 1552 10006-9724-9213-8868-7867-8137-1673-3754-9538-7768-6319-1590-8328-987-9177-5423-1010-7827-5056-296-6614-591-6986-1755-3296-1167-9272-3335--10006
289 41017.386 1988 10006-9773-2131-8345-2004-7721-6164-4619-3082-5611-6546-7620-9387-7313-3721-1103-6359-6187-5729-5958-8465-8731-9778-2524-9140-5050-988-3632-6795-8139-4463-1926-725-5794-9075-9529-266-3329-5716-9918-2307-4868-5597-8897--10006
290 19121.781 1097 10006-9828-230-8041-7253-532-4631-2393-3807-4648-1452-875-3797-5697-9689-3833-9076-2357-9653-6619-6824-4495-2866-1478-3209-7321-3603--10006
291 27154.658 1961 10006-9875-1800-8824-5062-5156-606-4881-2350-628-8026-4931-9913-2689-6841-4420-3498-5066-3585-5291-8655-4718-4779-2842-3494-2892-2794-2127-6523-9450-3392-9391-3270-1209-9461-581-5830-1936-2189-6982-3540-525--10006
292 20918.166 959 10006-9923-1736-11-7722-5507-2105-5639-4104-7503-7092-4147-1821-1872-7542-2698-1265-6782-7903-7115-6080--10006
293 18786.587 1038 10006-9929-4058-578-8377-2020-7709-9632-4699-3394-6110-7562-3183-2048-9409-8281-6168-3996-7060-66-5122-8509-9990-5811-3769--10006
