total_number_routes=274
total_route_len=8681006.716
#rnum #length #load #depot-#customers-#customers-...-#customers-#depot
235 37738.270 2000 10001-8412-1724-1966-7716-4613-8902-4725-3121-427-7086-8948-7961-887-5733-6144-2821-5674-9764-6523-119-5317-584-2278-7809-1335-4490-1592-632-4062-4508-1056-8526-3093-8125-3403-833-4240-8717-1039-5310-132--10001
236 16745.735 1868 10001-8500-521-970-2534-7876-7195-5351-2787-5682-982-1193-4979-4925-4458-7111-3173-1096-156-9700-4099-8598-4995-9798-9342-823-3281-7988-7340-1005-4486-9424-7794-4930-1196-4623-2436-2561-9048-4283--10001
237 20025.790 1802 10001-8550-3363-9079-6854-8508-3272-3568-7344-5752-5750-539-4041-4425-4663-5413-2185-4715-3688-1727-5380-242-1971-4131-1051-380-5450-4158-3341-5338-7808-1517-2431-8541-6328--10001
238 38064.720 1966 10001-8587-6841-6046-7244-1570-8916-5112-5115-1356-8553-5417-7523-7470-1986-4938-5460-3873-5836-708-3878-4239-9434-2088-5479-5189-4419-5119-278-6771-6440-183-6225-1086-2082-3728--10001
239 43476.065 1945 10001-8623-1482-7910-2207-8390-110-559-3684-3268-1028-3609-3793-1388-3069-3308-7977-2071-2964-186-8332-1684-631-4873-2324-6164-2293-1886-2305-1639-4380-7616-5647-6815-9623-6092-5088-8535-7751--10001
240 39625.415 1998 10001-8642-1457-2822-7461-2289-785-9482-9792-7646-6083-5320-4988-459-8491-8856-6051-7832-891-826-6290-4109-35-2995-4696-5768-6635-9537-2411-1599-2824-4687-4170-3480-4633-4310-3460-2981-769-1257-3974-8063-7606--10001
241 40876.220 1992 10001-8647-8725-9511-1303-7441-9902-2176-8240-5543-4015-5478-1106-6907-2630-1460-1275-281-5053-8677-2125-1392-9595-2974-8839-4417-3729-40-2790-744-2390-8584-6626-8850--10001
242 53702.485 1997 10001-8697-4741-382-5109-1424-8749-8966-2201-6245-4347-19-3100-8186-4367-8255-5865-4013-1783-2930-3864-3135-6866-8905-7142-241-1652-2942-9698-4427-9869-7394-5591-1291-9956-6541-7967-7201-9830-5871-2282-3051-2757--10001
243 65357.866 1981 10001-8732-3158-1167-4989-182-1017-4275-3618-4444-3220-369-4366-4402-2920-6482-3490-3912-2685-3164-4254-8947-8214-9483-700-671-8189-6864-7082-616-646-5719-579-7503-8074-6168-66-4110-517-7347-8484-4213-2985-8668-3246-4804--10001
244 36746.361 1992 10001-8785-1500-2642-1403-4292-6714-716-8936-8289-6236-4171-502-4843-9347-3145-212-951-6895-6366-6711-7554-9170-2406-3466-5888-7841-2231-219-3047-1952-6408-346-2660-1749-9677-6638-589-9516-6099-5017--10001
245 45027.001 1929 10001-8861-1509-4047-8179-5611-1025-7946-1691-8349-9615-8857-2471-8882-7812-4389-8363-6101-7714-7902-131-6595-819-8626-3549-3972-4173-3192-7964-7465-7691-9674-4119-8999-8989-5665-6806-3683-5123--10001
246 42999.963 1970 10001-8873-3939-2529-1588-201-7485-7735-4967-56-1345-8591-5214-441-1958-2339-7837-5552-8146-6220-9969-2458-3908-4807-1745-3715-9749-46-1330-507-6874-9531-7638-2665--10001
247 41406.777 1928 10001-8907-1073-3388-4083-8838-1313-7776-608-4646-9566-3774-5028-4147-8013-1539-9090-7825-6370-6097-109-9121-2572-578-5626-7193-731-1055-8478-379-5911-3000-846-4869-6141-2926-7702-4860--10001
248 21825.758 1971 10001-8998-8143-7278-8824-759-2581-1305-275-7354-3115-7138-8244-9881-4524-95-92-4737-1285-2385-6454-2963-2401-6566-3676-7325-3567-6675-2567-2056-2949-8610-6308-2212-8400--10001
249 36505.069 1973 10001-9008-9548-3233-1523-4502-6498-1031-8446-6066-2686-8765-9115-8336-3319-200-3907-9605-9486-4526-1559-7538-4211-7917-7575-8503-2845-3018-2105-7069-5250-2433-1576-8498-6686-2027-2516-3438-6960-160--10001
250 28474.571 1985 10001-9013-328-1532-2737-3054-666-3768-5688-8448-7600-111-1840-6532-4945-8918-940-8983-2291-1716-8764-6088-8759-681-5509-9976-6787-6033-6716-8791-7159-7349-3395-8438-8628-3767-4877--10001
251 8621.402 1152 10001-9029-721-12-4022-8329-3118-285-1395-3208-1807-464-6045-7002-4303-1852-1758-4666-9908-2424-4839-3066-2658--10001
252 40717.421 1602 10001-9132-9653-1552-8245-1125-8317-6725-5636-8470-704-2514-6376-7840-6441-4557-9058-8043-7495-3394-7412-692-2023-4196-4191-7306--10001
253 37897.760 1994 10001-9166-3748-1024-5718-3575-1988-4992-6271-114-286-1064-8993-2177-6547-2002-5110-4778-4279-8522-3903-7313-3552-563-9812-4942-7438-5020-4889-2693-8305-567-8145-8160-5198-3696-9633-5237-7891-2250--10001
254 46994.533 1998 10001-9206-7598-2690-9648-7875-4418-6035-5035-3290-6944-1227-2762-7187-7931-1973-7222-5877-7312-7705-2968-4302-936-6933-4471-7601-4448-1437-4235-7194-5421-1970-9944-9692-8559-4797-9680-4662-4535-2775-3801--10001
255 37988.196 1930 10001-9246-2459-5084-2296-8208-2524-9568-6008-3604-6826-9495-4469-7368-5791-8779-9292-7731-637-1528-3718-8067-7583-8234-9791-6560-2622-1804-1819-3125-6409-9146-2650-169-5702-1087-7178-6274--10001
256 37993.977 1805 10001-9260-9498-4202-5725-2495-171-3803-2086-4206-9916-4675-7405-101-7634-5108-4589-373-7191-4501-1896-1358-9123-7289-1433-1635-4746-221-764-9152-7279-2784-9981-6120-531-7956-6869-6655-3412-920-3600--10001
257 12143.639 1955 10001-9334-5955-3429-7975-1141-6709-2977-3787-2299-9092-5663-1215-8213-6624-6502-6339-6636-943-5876-8601-904-4410-2894-832-8233-1369-8747-6739-133-2277-1654-5327-2565-5301-503--10001
258 36247.298 1982 10001-9335-9430-5502-4408-7352-9989-5862-93-5379-8304-5319-1683-2169-8040-9352-4908-2384-5613-9330-356-5296-971-9189-8645-81-7901-4907-6286-5384-3708-4946-1268-7480-617-9906-2414-4028-5183-9290-332--10001
259 22512.708 1994 10001-9360-1791-7659-2726-1772-3712-4887-7497-3421-2418-8876-6551-8197-9538-5741-1997-9312-6495-4798-7038-1775-7859-8825-1735-7673-69-5930-8262-6169-177-4080-6057-3469-1407-4963-792-2733--10001
260 17671.847 1775 10001-9384-423-3461-7057-1012-7263-5156-506-5627-4920-6511-9252-5433-7373-9915-9044-6479-3785-3737-3564-7298-6707-5499-2640-1085-5655-366-9723-2883-9571-957-1481--10001
261 16223.082 1957 10001-9386-1790-9849-1799-3742-8039-9162-724-8783-4632-1855-1338-6136-389-5761-9169-7905-1525-3566-2416-5151-2979-5239-9862-2880-9540-430-1682-7648-3875-5917-7260-5100-4767-7188-8812-8126-2875-652--10001
262 25871.938 1631 10001-9476-1479-3112-2711-688-3562-771-8720-2997-1030-7037-8319-3331-4954-3077-1950-3717-944-2688-6767-9159-4733-2673-6316-2538-8451-6439-532-9243-9060-6455--10001
263 24710.942 1464 10001-9490-2975-3755-5405-5864-933-6723-8719-6618-8275-9137-4717-911-9818-3288-5492-2505-4474-2244-732-2742-9870-5806-8683-3078-9785-8347--10001
264 29766.340 1988 10001-9565-6240-2361-4609-1367-5537-7818-7054-7267-9257-2218-5345-795-2664-7728-6544-191-1868-3295-5715-8614-4483-4927-4756-5914-1363-4333-4556-6539-3467-2038-3739-6691-2234-1648-8306-1279-6319-4125--10001
265 31258.879 1911 10001-9583-4207-2091-6594-7042-1139-9504-1541-7795-8695-4840-18-6954-2579-6522-2465-1651-4820-2489-4332-9807-2922-6536-5409-8808-2716-693-3812-2877-4714-8175-2943-7922--10001
266 39171.096 1981 10001-9584-2709-5657-2119-2765-100-2454-3488-9663-2723-1321-2585-3293-3592-2616-2166-6883-4731-31-4091-8957-7978-4851-5298-1290-6857-5831-1406-3650-9804-3160-9280-4429-9687-9053-7739-5253-1860-2846-9551-1332-5986-5790--10001
267 27279.409 1970 10001-9654-4866-9928-5457-6058-5515-3007-947-4238-598-9860-6022-2302-3770-7418-1154-8726-8922-9642-2503-4952-2468-5176-3142-2391-8150-4533-3779-1891-7118-1273-13-5026-8201-11-3359--10001
268 18022.497 1994 10001-9709-6702-8837-7624-9756-5001-1331-8456-1670-2246-9034-4932-2955-4841-7882-6719-5493-1183-9523-8344-6080-8733-284-290-3196-2925-8485-3885-308-474-9542-8627-5913-905-2202-5071-669-8058-5956-1448-5639-4572-355-1702--10001
269 31115.826 1941 10001-9782-6612-2457-8555-2558-9729-2118-9889-2594-9947-3725-1661-2358-537-7780-2854-5067-4253-8582-4876-5623-2046-3204-476-7304-9472-9140-9078-8696-5905-5369-883-7269-5012-3887-6999-7376-4255--10001
270 54806.324 2000 10001-9793-9135-4432-2158-7766-9996-3165-8432-8086-8285-2586-1902-2761-3464-4700-1602-5364-6195-1383-6185-4757-3162-8106-569-7471-8486-1427-1238-3917-7762-5979-1718-3270-9176-2445--10001
271 20201.353 1887 10001-9805-1584-6793-9637-5065-5481-7081-8997-4016-5242-1405-9242-3855-2697-7385-8403-4690-8215-2014-5603-743-7424-3663-1562-8060-4294-9596-3013-5407-2113-6903-5423-8268-5545-8019-9019-5624-2450-8723--10001
272 29294.279 1963 10001-9934-4824-6727-7608-2453-5727-277-8988-2173-3585-4519-9564-6067-1774-3841-9903-4313-7687-7709-5652-1329-7994-9712-7221-3962-3420-6578-6586-9952-7036-3391-8460-8023-1789--10001
273 56380.946 1925 10001-9959-3313-8000-5759-6230-7759-1593-1534-2085-7981-7175-53-2326-7154-3854-4496-6466-4195-2814-2261-1067-8799-5885-9755-7713-4315-8722-6233-37-9180-3370-8099-9851-1994-2656--10001
274 15446.304 1863 10001-9960-270-4392-1934-8840-7388-6095-9717-9184-2050-3784-2991-2409-9865-7617-3092-3679-5382-1000-292-8170-5898-8002-7663-836-3927-4247-7764-8755-9492-5644-9405-5654-2213--10001
